Age,Age_Group,Job,Marital_Status,Education,Has_Credit_Default,Has_Housing_Loan,Has_Personal_Loan,Contact_Type,Contact_Month,Contact_Day,Call_Duration_Seconds,Call_Duration_Minutes,Campaign_Contacts,Campaign_Contact_Group,Days_Since_Previous_Contact,Previous_Contact_Status,Days_Since_Previous_Contact_Clean,Previous_Contacts,Previous_Campaign_Outcome,Employment_Variation_Rate,Consumer_Price_Index,Consumer_Confidence_Index,Euribor_3_Month,Number_Employed,Subscribed_Term_Deposit,Subscribed_Flag
36,35-44,Admin,Single,University Degree,No,No,No,cellular,mar,mon,409,6.82,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.652,"5,008.7",Subscribed,1
49,45-54,Blue Collar,Married,Basic 9 Years,Unknown,No,No,cellular,mar,mon,301,5.02,1,1 Contact,3,Previously Contacted,3,1,Success,-1.8,93.369,-34.8,0.652,"5,008.7",Subscribed,1
27,25-34,Services,Single,University Degree,No,No,No,cellular,mar,mon,139,2.32,6,4-6 Contacts,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.652,"5,008.7",Not Subscribed,0
64,55-64,Retired,Married,University Degree,No,No,No,cellular,mar,tue,139,2.32,2,2-3 Contacts,6,Previously Contacted,6,1,Success,-1.8,93.369,-34.8,0.652,"5,008.7",Subscribed,1
34,25-34,Admin,Single,University Degree,No,No,No,telephone,mar,tue,225,3.75,1,1 Contact,3,Previously Contacted,3,1,Success,-1.8,93.369,-34.8,0.652,"5,008.7",Subscribed,1
42,35-44,Blue Collar,Married,Basic 6 Years,No,Yes,Yes,cellular,mar,tue,185,3.08,1,1 Contact,7,Previously Contacted,7,3,Failure,-1.8,93.369,-34.8,0.652,"5,008.7",Subscribed,1
34,25-34,Admin,Single,High School,No,No,No,cellular,mar,tue,469,7.82,1,1 Contact,6,Previously Contacted,6,2,Success,-1.8,93.369,-34.8,0.652,"5,008.7",Subscribed,1
29,25-34,Blue Collar,Single,Professional Course,No,Yes,Yes,cellular,mar,tue,176,2.93,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.652,"5,008.7",Subscribed,1
34,25-34,Admin,Single,University Degree,No,Yes,No,cellular,mar,tue,568,9.47,1,1 Contact,6,Previously Contacted,6,3,Success,-1.8,93.369,-34.8,0.652,"5,008.7",Subscribed,1
34,25-34,Admin,Single,University Degree,No,No,No,cellular,mar,tue,241,4.02,1,1 Contact,6,Previously Contacted,6,1,Success,-1.8,93.369,-34.8,0.652,"5,008.7",Subscribed,1
34,25-34,Admin,Single,University Degree,No,Yes,Yes,cellular,mar,tue,301,5.02,1,1 Contact,3,Previously Contacted,3,2,Success,-1.8,93.369,-34.8,0.652,"5,008.7",Subscribed,1
34,25-34,Admin,Single,University Degree,No,No,Yes,cellular,mar,tue,236,3.93,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.652,"5,008.7",Subscribed,1
55,55-64,Unemployed,Divorced,University Degree,No,No,No,cellular,mar,tue,212,3.53,3,2-3 Contacts,6,Previously Contacted,6,3,Success,-1.8,93.369,-34.8,0.652,"5,008.7",Subscribed,1
34,25-34,Admin,Single,University Degree,No,No,Yes,cellular,mar,tue,305,5.08,1,1 Contact,11,Previously Contacted,11,1,Success,-1.8,93.369,-34.8,0.652,"5,008.7",Subscribed,1
34,25-34,Admin,Single,University Degree,No,No,Yes,cellular,mar,tue,288,4.8,2,2-3 Contacts,3,Previously Contacted,3,1,Success,-1.8,93.369,-34.8,0.652,"5,008.7",Subscribed,1
64,55-64,Retired,Married,University Degree,No,No,No,cellular,mar,tue,700,11.67,2,2-3 Contacts,5,Previously Contacted,5,1,Success,-1.8,93.369,-34.8,0.652,"5,008.7",Subscribed,1
26,25-34,Admin,Single,High School,No,No,No,cellular,mar,tue,273,4.55,2,2-3 Contacts,6,Previously Contacted,6,1,Success,-1.8,93.369,-34.8,0.652,"5,008.7",Subscribed,1
34,25-34,Admin,Single,University Degree,No,Yes,No,cellular,mar,tue,265,4.42,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.652,"5,008.7",Not Subscribed,0
34,25-34,Admin,Single,University Degree,No,Yes,Yes,cellular,mar,tue,295,4.92,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.652,"5,008.7",Subscribed,1
38,35-44,Blue Collar,Single,High School,No,No,No,telephone,mar,tue,450,7.5,3,2-3 Contacts,6,Previously Contacted,6,2,Success,-1.8,93.369,-34.8,0.652,"5,008.7",Subscribed,1
29,25-34,Blue Collar,Single,Professional Course,No,No,Yes,cellular,mar,tue,207,3.45,2,2-3 Contacts,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.652,"5,008.7",Subscribed,1
25,25-34,Unemployed,Married,High School,No,Yes,No,cellular,mar,wed,436,7.27,2,2-3 Contacts,6,Previously Contacted,6,1,Success,-1.8,93.369,-34.8,0.651,"5,008.7",Subscribed,1
43,35-44,Self Employed,Married,University Degree,No,Yes,No,cellular,mar,wed,239,3.98,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.651,"5,008.7",Subscribed,1
35,35-44,Technician,Married,University Degree,No,Yes,Yes,cellular,mar,wed,138,2.3,1,1 Contact,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.651,"5,008.7",Not Subscribed,0
28,25-34,Self Employed,Single,University Degree,No,Yes,Yes,cellular,mar,wed,217,3.62,1,1 Contact,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.651,"5,008.7",Not Subscribed,0
28,25-34,Self Employed,Single,University Degree,No,Yes,No,telephone,mar,wed,152,2.53,1,1 Contact,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.651,"5,008.7",Not Subscribed,0
31,25-34,Technician,Married,University Degree,No,No,No,cellular,mar,wed,625,10.42,4,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.651,"5,008.7",Not Subscribed,0
55,55-64,Admin,Married,High School,No,Yes,No,cellular,mar,wed,106,1.77,2,2-3 Contacts,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.651,"5,008.7",Subscribed,1
28,25-34,Admin,Single,University Degree,No,Yes,No,cellular,mar,thu,257,4.28,4,4-6 Contacts,999,Not Previously Contacted,,2,Failure,-1.8,93.369,-34.8,0.65,"5,008.7",Subscribed,1
33,25-34,Admin,Married,University Degree,No,No,Yes,telephone,mar,thu,78,1.3,2,2-3 Contacts,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.65,"5,008.7",Not Subscribed,0
27,25-34,Technician,Single,University Degree,No,Yes,No,cellular,mar,thu,129,2.15,4,4-6 Contacts,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.65,"5,008.7",Not Subscribed,0
39,35-44,Admin,Divorced,University Degree,No,Yes,No,cellular,mar,thu,93,1.55,1,1 Contact,13,Previously Contacted,13,1,Success,-1.8,93.369,-34.8,0.65,"5,008.7",Not Subscribed,0
46,45-54,Admin,Married,University Degree,No,No,No,telephone,mar,thu,184,3.07,1,1 Contact,3,Previously Contacted,3,1,Success,-1.8,93.369,-34.8,0.65,"5,008.7",Not Subscribed,0
46,45-54,Admin,Married,University Degree,No,Yes,No,cellular,mar,thu,335,5.58,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.65,"5,008.7",Subscribed,1
38,35-44,Services,Married,High School,No,Yes,No,cellular,mar,thu,257,4.28,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.65,"5,008.7",Subscribed,1
53,45-54,Admin,Divorced,University Degree,No,Yes,No,cellular,mar,thu,228,3.8,1,1 Contact,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.65,"5,008.7",Not Subscribed,0
35,35-44,Technician,Married,Professional Course,No,No,No,telephone,mar,thu,282,4.7,2,2-3 Contacts,6,Previously Contacted,6,1,Success,-1.8,93.369,-34.8,0.65,"5,008.7",Not Subscribed,0
33,25-34,Admin,Married,University Degree,No,Yes,No,cellular,mar,thu,117,1.95,1,1 Contact,3,Previously Contacted,3,1,Success,-1.8,93.369,-34.8,0.65,"5,008.7",Not Subscribed,0
31,25-34,Admin,Single,University Degree,No,No,No,cellular,mar,thu,275,4.58,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.65,"5,008.7",Not Subscribed,0
31,25-34,Self Employed,Married,Professional Course,No,Yes,No,cellular,mar,thu,171,2.85,4,4-6 Contacts,999,Not Previously Contacted,,3,Failure,-1.8,93.369,-34.8,0.65,"5,008.7",Subscribed,1
28,25-34,Services,Single,Professional Course,No,Yes,No,cellular,mar,fri,169,2.82,3,2-3 Contacts,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.649,"5,008.7",Not Subscribed,0
61,55-64,Self Employed,Divorced,University Degree,No,No,No,cellular,mar,fri,102,1.7,2,2-3 Contacts,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.649,"5,008.7",Not Subscribed,0
33,25-34,Admin,Married,University Degree,No,No,No,cellular,mar,fri,121,2.02,2,2-3 Contacts,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.649,"5,008.7",Not Subscribed,0
23,Below 25,Student,Single,High School,No,No,No,telephone,mar,fri,290,4.83,1,1 Contact,3,Previously Contacted,3,1,Success,-1.8,93.369,-34.8,0.649,"5,008.7",Subscribed,1
38,35-44,Housemaid,Single,High School,No,Yes,No,cellular,mar,fri,422,7.03,1,1 Contact,10,Previously Contacted,10,1,Success,-1.8,93.369,-34.8,0.649,"5,008.7",Subscribed,1
33,25-34,Admin,Married,University Degree,No,No,No,cellular,mar,fri,119,1.98,2,2-3 Contacts,999,Not Previously Contacted,,3,Failure,-1.8,93.369,-34.8,0.649,"5,008.7",Not Subscribed,0
26,25-34,Student,Single,High School,No,No,No,cellular,mar,fri,215,3.58,1,1 Contact,6,Previously Contacted,6,3,Success,-1.8,93.369,-34.8,0.649,"5,008.7",Subscribed,1
27,25-34,Services,Single,University Degree,No,No,No,cellular,mar,fri,212,3.53,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.649,"5,008.7",Subscribed,1
27,25-34,Services,Single,University Degree,No,Yes,No,cellular,mar,fri,229,3.82,3,2-3 Contacts,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.649,"5,008.7",Subscribed,1
80,65+,Retired,Married,Basic 4 Years,No,No,No,cellular,mar,fri,213,3.55,3,2-3 Contacts,6,Previously Contacted,6,4,Success,-1.8,93.369,-34.8,0.649,"5,008.7",Subscribed,1
62,55-64,Technician,Married,Unknown,No,No,No,cellular,mar,mon,104,1.73,2,2-3 Contacts,3,Previously Contacted,3,2,Success,-1.8,93.369,-34.8,0.646,"5,008.7",Subscribed,1
58,55-64,Retired,Married,University Degree,No,Yes,No,cellular,mar,mon,144,2.4,2,2-3 Contacts,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.646,"5,008.7",Not Subscribed,0
73,65+,Retired,Married,Basic 4 Years,No,Yes,No,cellular,mar,mon,209,3.48,2,2-3 Contacts,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.646,"5,008.7",Not Subscribed,0
53,45-54,Technician,Married,Professional Course,No,No,No,cellular,mar,mon,261,4.35,4,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.646,"5,008.7",Not Subscribed,0
30,25-34,Management,Married,University Degree,No,Yes,No,cellular,mar,mon,106,1.77,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.646,"5,008.7",Not Subscribed,0
29,25-34,Admin,Single,High School,No,Yes,Yes,cellular,mar,mon,257,4.28,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.646,"5,008.7",Subscribed,1
62,55-64,Technician,Married,Unknown,No,Yes,No,cellular,mar,mon,192,3.2,1,1 Contact,6,Previously Contacted,6,1,Success,-1.8,93.369,-34.8,0.646,"5,008.7",Subscribed,1
48,45-54,Unemployed,Married,University Degree,No,No,Yes,cellular,mar,mon,151,2.52,1,1 Contact,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.646,"5,008.7",Not Subscribed,0
53,45-54,Technician,Married,Professional Course,No,Yes,No,telephone,mar,mon,247,4.12,5,4-6 Contacts,999,Not Previously Contacted,,2,Failure,-1.8,93.369,-34.8,0.646,"5,008.7",Not Subscribed,0
53,45-54,Technician,Married,Professional Course,No,Yes,Yes,cellular,mar,mon,109,1.82,1,1 Contact,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.646,"5,008.7",Not Subscribed,0
33,25-34,Admin,Single,University Degree,No,No,No,cellular,mar,mon,427,7.12,1,1 Contact,6,Previously Contacted,6,2,Success,-1.8,93.369,-34.8,0.646,"5,008.7",Subscribed,1
58,55-64,Admin,Married,University Degree,No,Yes,No,cellular,mar,mon,549,9.15,5,4-6 Contacts,999,Not Previously Contacted,,2,Failure,-1.8,93.369,-34.8,0.646,"5,008.7",Not Subscribed,0
62,55-64,Technician,Married,Unknown,No,No,No,cellular,mar,mon,435,7.25,3,2-3 Contacts,6,Previously Contacted,6,1,Success,-1.8,93.369,-34.8,0.646,"5,008.7",Not Subscribed,0
82,65+,Retired,Married,Professional Course,No,Yes,No,telephone,mar,mon,506,8.43,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.646,"5,008.7",Subscribed,1
29,25-34,Admin,Single,University Degree,No,No,No,cellular,mar,mon,287,4.78,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.646,"5,008.7",Not Subscribed,0
31,25-34,Admin,Married,Professional Course,No,No,No,cellular,mar,mon,161,2.68,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.646,"5,008.7",Subscribed,1
62,55-64,Technician,Married,Unknown,No,No,No,cellular,mar,mon,105,1.75,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.646,"5,008.7",Not Subscribed,0
30,25-34,Self Employed,Married,University Degree,No,Yes,No,telephone,mar,mon,577,9.62,7,7+ Contacts,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.646,"5,008.7",Subscribed,1
30,25-34,Unemployed,Single,Professional Course,No,Yes,No,cellular,mar,mon,341,5.68,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.646,"5,008.7",Not Subscribed,0
34,25-34,Technician,Married,Professional Course,No,No,No,telephone,mar,mon,300,5,6,4-6 Contacts,6,Previously Contacted,6,1,Success,-1.8,93.369,-34.8,0.646,"5,008.7",Subscribed,1
48,45-54,Unemployed,Married,University Degree,No,Yes,No,cellular,mar,mon,195,3.25,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.646,"5,008.7",Not Subscribed,0
29,25-34,Admin,Single,University Degree,No,Yes,No,cellular,mar,mon,361,6.02,1,1 Contact,3,Previously Contacted,3,3,Success,-1.8,93.369,-34.8,0.646,"5,008.7",Subscribed,1
34,25-34,Technician,Married,Professional Course,No,Yes,No,telephone,mar,mon,129,2.15,1,1 Contact,6,Previously Contacted,6,1,Success,-1.8,93.369,-34.8,0.646,"5,008.7",Not Subscribed,0
65,65+,Retired,Married,Basic 4 Years,No,Yes,No,cellular,mar,tue,189,3.15,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.646,"5,008.7",Not Subscribed,0
31,25-34,Unemployed,Single,University Degree,No,Yes,No,cellular,mar,tue,180,3,1,1 Contact,10,Previously Contacted,10,1,Success,-1.8,93.369,-34.8,0.646,"5,008.7",Subscribed,1
47,45-54,Self Employed,Divorced,University Degree,No,No,No,cellular,mar,tue,261,4.35,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.646,"5,008.7",Subscribed,1
48,45-54,Unemployed,Married,University Degree,No,Yes,No,cellular,mar,tue,279,4.65,1,1 Contact,999,Not Previously Contacted,,2,Failure,-1.8,93.369,-34.8,0.646,"5,008.7",Subscribed,1
33,25-34,Technician,Single,Professional Course,No,Yes,No,cellular,mar,tue,459,7.65,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.646,"5,008.7",Subscribed,1
52,45-54,Admin,Married,University Degree,No,Yes,No,telephone,mar,tue,294,4.9,1,1 Contact,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.646,"5,008.7",Not Subscribed,0
46,45-54,Unemployed,Single,University Degree,No,No,No,cellular,mar,tue,263,4.38,1,1 Contact,10,Previously Contacted,10,2,Success,-1.8,93.369,-34.8,0.646,"5,008.7",Subscribed,1
31,25-34,Admin,Single,University Degree,No,Yes,No,telephone,mar,tue,295,4.92,1,1 Contact,3,Previously Contacted,3,2,Success,-1.8,93.369,-34.8,0.646,"5,008.7",Subscribed,1
33,25-34,Technician,Single,Professional Course,No,Yes,No,telephone,mar,tue,244,4.07,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.646,"5,008.7",Not Subscribed,0
27,25-34,Services,Single,High School,No,Yes,Yes,cellular,mar,tue,384,6.4,1,1 Contact,9,Previously Contacted,9,2,Failure,-1.8,93.369,-34.8,0.646,"5,008.7",Not Subscribed,0
52,45-54,Admin,Married,University Degree,No,No,No,cellular,mar,tue,231,3.85,1,1 Contact,6,Previously Contacted,6,2,Success,-1.8,93.369,-34.8,0.646,"5,008.7",Subscribed,1
66,65+,Retired,Married,High School,No,No,No,cellular,mar,tue,618,10.3,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.646,"5,008.7",Not Subscribed,0
30,25-34,Technician,Single,University Degree,No,Unknown,Unknown,cellular,mar,tue,272,4.53,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.646,"5,008.7",Not Subscribed,0
66,65+,Retired,Married,High School,No,Unknown,Unknown,cellular,mar,tue,881,14.68,3,2-3 Contacts,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.646,"5,008.7",Subscribed,1
23,Below 25,Student,Single,High School,No,No,No,cellular,mar,wed,128,2.13,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.644,"5,008.7",Subscribed,1
33,25-34,Self Employed,Married,University Degree,No,Yes,No,cellular,mar,wed,184,3.07,1,1 Contact,11,Previously Contacted,11,1,Success,-1.8,93.369,-34.8,0.644,"5,008.7",Not Subscribed,0
37,35-44,Technician,Married,Professional Course,No,Yes,Yes,cellular,mar,wed,395,6.58,1,1 Contact,9,Previously Contacted,9,1,Success,-1.8,93.369,-34.8,0.644,"5,008.7",Not Subscribed,0
56,55-64,Retired,Married,Basic 4 Years,No,No,No,cellular,mar,wed,181,3.02,2,2-3 Contacts,9,Previously Contacted,9,2,Failure,-1.8,93.369,-34.8,0.644,"5,008.7",Not Subscribed,0
59,55-64,Admin,Married,University Degree,No,Yes,No,telephone,mar,wed,133,2.22,7,7+ Contacts,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.644,"5,008.7",Not Subscribed,0
52,45-54,Technician,Married,Basic 9 Years,No,No,No,cellular,mar,wed,272,4.53,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.644,"5,008.7",Subscribed,1
53,45-54,Blue Collar,Single,Basic 9 Years,No,Unknown,Unknown,cellular,mar,thu,362,6.03,1,1 Contact,9,Previously Contacted,9,2,Success,-1.8,93.369,-34.8,0.643,"5,008.7",Subscribed,1
53,45-54,Technician,Married,Unknown,No,No,No,cellular,mar,thu,93,1.55,1,1 Contact,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.643,"5,008.7",Not Subscribed,0
26,25-34,Admin,Married,Unknown,No,No,No,cellular,mar,thu,359,5.98,1,1 Contact,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.643,"5,008.7",Not Subscribed,0
28,25-34,Admin,Single,University Degree,No,Yes,No,cellular,mar,thu,370,6.17,1,1 Contact,9,Previously Contacted,9,1,Success,-1.8,93.369,-34.8,0.643,"5,008.7",Not Subscribed,0
28,25-34,Admin,Single,University Degree,No,No,No,cellular,mar,thu,237,3.95,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.643,"5,008.7",Subscribed,1
28,25-34,Admin,Single,University Degree,No,No,No,cellular,mar,thu,125,2.08,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.643,"5,008.7",Not Subscribed,0
47,45-54,Services,Single,Unknown,No,Unknown,Unknown,cellular,mar,thu,394,6.57,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.643,"5,008.7",Not Subscribed,0
38,35-44,Admin,Single,University Degree,No,Yes,No,cellular,mar,thu,420,7,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.643,"5,008.7",Subscribed,1
43,35-44,Admin,Married,High School,No,Yes,No,cellular,mar,thu,265,4.42,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.643,"5,008.7",Subscribed,1
34,25-34,Admin,Single,University Degree,No,Yes,No,cellular,mar,thu,910,15.17,2,2-3 Contacts,6,Previously Contacted,6,3,Success,-1.8,93.369,-34.8,0.643,"5,008.7",Subscribed,1
29,25-34,Technician,Single,Professional Course,No,Yes,Yes,cellular,mar,thu,467,7.78,2,2-3 Contacts,13,Previously Contacted,13,1,Success,-1.8,93.369,-34.8,0.643,"5,008.7",Subscribed,1
24,Below 25,Technician,Single,Professional Course,No,Yes,No,telephone,mar,thu,165,2.75,3,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.643,"5,008.7",Not Subscribed,0
50,45-54,Management,Married,University Degree,No,Yes,No,cellular,mar,thu,245,4.08,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.643,"5,008.7",Not Subscribed,0
39,35-44,Admin,Divorced,Professional Course,No,No,No,cellular,mar,thu,593,9.88,4,4-6 Contacts,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.643,"5,008.7",Subscribed,1
75,65+,Retired,Married,Basic 9 Years,No,No,No,cellular,mar,mon,293,4.88,2,2-3 Contacts,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.639,"5,008.7",Subscribed,1
59,55-64,Unemployed,Married,Basic 9 Years,No,Yes,No,cellular,mar,mon,254,4.23,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.639,"5,008.7",Subscribed,1
27,25-34,Admin,Single,Unknown,No,Yes,No,cellular,mar,mon,247,4.12,3,2-3 Contacts,6,Previously Contacted,6,2,Success,-1.8,93.369,-34.8,0.639,"5,008.7",Subscribed,1
30,25-34,Technician,Unknown,University Degree,No,No,No,cellular,mar,mon,977,16.28,2,2-3 Contacts,11,Previously Contacted,11,2,Success,-1.8,93.369,-34.8,0.639,"5,008.7",Subscribed,1
30,25-34,Technician,Unknown,University Degree,No,No,No,cellular,mar,mon,173,2.88,2,2-3 Contacts,6,Previously Contacted,6,2,Success,-1.8,93.369,-34.8,0.639,"5,008.7",Subscribed,1
29,25-34,Admin,Single,University Degree,No,Yes,No,cellular,mar,mon,215,3.58,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.639,"5,008.7",Subscribed,1
38,35-44,Student,Single,Unknown,No,No,Yes,cellular,mar,mon,248,4.13,1,1 Contact,3,Previously Contacted,3,4,Success,-1.8,93.369,-34.8,0.639,"5,008.7",Subscribed,1
38,35-44,Student,Single,Unknown,No,Yes,No,cellular,mar,mon,344,5.73,1,1 Contact,11,Previously Contacted,11,1,Success,-1.8,93.369,-34.8,0.639,"5,008.7",Not Subscribed,0
38,35-44,Student,Single,Unknown,No,No,No,cellular,mar,mon,516,8.6,6,4-6 Contacts,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.639,"5,008.7",Not Subscribed,0
39,35-44,Technician,Divorced,High School,No,No,No,cellular,mar,mon,222,3.7,1,1 Contact,12,Previously Contacted,12,2,Success,-1.8,93.369,-34.8,0.639,"5,008.7",Subscribed,1
39,35-44,Technician,Divorced,High School,No,No,No,cellular,mar,mon,174,2.9,1,1 Contact,3,Previously Contacted,3,1,Success,-1.8,93.369,-34.8,0.639,"5,008.7",Subscribed,1
36,35-44,Blue Collar,Divorced,High School,No,No,No,cellular,mar,mon,96,1.6,2,2-3 Contacts,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.639,"5,008.7",Not Subscribed,0
70,65+,Retired,Married,Unknown,No,No,No,telephone,mar,mon,174,2.9,2,2-3 Contacts,7,Previously Contacted,7,2,Success,-1.8,93.369,-34.8,0.639,"5,008.7",Not Subscribed,0
75,65+,Retired,Married,Basic 9 Years,No,No,No,cellular,mar,mon,153,2.55,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.639,"5,008.7",Not Subscribed,0
27,25-34,Admin,Single,Unknown,No,No,No,cellular,mar,mon,291,4.85,1,1 Contact,999,Not Previously Contacted,,3,Failure,-1.8,93.369,-34.8,0.639,"5,008.7",Subscribed,1
30,25-34,Student,Single,Unknown,No,No,Yes,telephone,mar,tue,255,4.25,1,1 Contact,3,Previously Contacted,3,2,Success,-1.8,93.369,-34.8,0.637,"5,008.7",Subscribed,1
37,35-44,Blue Collar,Married,Basic 9 Years,No,Yes,No,cellular,mar,tue,158,2.63,1,1 Contact,999,Not Previously Contacted,,1,Failure,-1.8,93.369,-34.8,0.637,"5,008.7",Not Subscribed,0
30,25-34,Student,Single,Unknown,No,Yes,No,cellular,mar,tue,136,2.27,1,1 Contact,9,Previously Contacted,9,1,Success,-1.8,93.369,-34.8,0.637,"5,008.7",Subscribed,1
27,25-34,Admin,Single,University Degree,No,No,No,cellular,mar,tue,273,4.55,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.637,"5,008.7",Subscribed,1
27,25-34,Admin,Single,Unknown,No,No,No,cellular,mar,tue,128,2.13,1,1 Contact,3,Previously Contacted,3,1,Success,-1.8,93.369,-34.8,0.637,"5,008.7",Subscribed,1
27,25-34,Admin,Single,University Degree,No,No,No,cellular,mar,tue,191,3.18,2,2-3 Contacts,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.637,"5,008.7",Subscribed,1
30,25-34,Student,Single,Unknown,No,No,No,cellular,mar,thu,101,1.68,1,1 Contact,14,Previously Contacted,14,1,Success,-1.8,93.369,-34.8,0.635,"5,008.7",Subscribed,1
30,25-34,Student,Single,Unknown,No,Yes,No,cellular,mar,thu,292,4.87,1,1 Contact,999,Not Previously Contacted,,0,No Previous Contact,-1.8,93.369,-34.8,0.635,"5,008.7",Subscribed,1
